,level,fly,bf
0,2.16893423868912,0.008767704021567232,0.000877845182591965
1,2.1659092942083342,0.009004336818557012,0.0010421117029053395
2,2.1515117556028858,0.009790653155485768,0.0008930707009114713
3,2.1554431155921088,0.009738989430334627,0.0009699831468776424
4,2.1711213305867614,0.0097954970305976,0.0010574264257346376
5,2.150536075663375,0.010552040188070627,0.0012217322326801372
6,2.1690186946142727,0.009859076528089173,0.0010016037901260622
7,2.173479921727382,0.008890347326616237,0.0009594395065473185
8,2.1613076890831118,0.009875746439243898,0.0010404173563274691
9,2.1499014441138025,0.00943544893498711,0.0008114605223427819
10,2.1631384066204107,0.01013411582659731,0.0012017101422411296
11,2.1751961438212515,0.009385851962923169,0.0010115556341851342
12,2.154018489265876,0.010501376147033033,0.0010487332680052131
13,2.147845797082415,0.009739197308500768,0.0010516333075365428
14,2.1689578730012538,0.009880801354017353,0.0008559384091320479
15,2.164091533388296,0.008089793881584104,0.0010858915294728868
16,2.150138196659606,0.009912945892886993,0.0010557133809823392
17,2.167850363544706,0.009940083647423149,0.001052515111727217
18,2.168286652655545,0.008773216531457483,0.0009438443564575921
19,2.1526658721069865,0.01005481070233594,0.001013527932037217
20,2.162414451344889,0.00938052576168784,0.0009140345284024139
21,2.152220186963021,0.008526241525965315,0.000986450549694506
22,2.1659244221944722,0.008837532674282363,0.000896254623171754
23,2.160476148949856,0.011022753144141615,0.0011812263712308753
24,2.1709894419383113,0.010262402249346212,0.0010995101091966469
25,2.1550579620982977,0.01045728132874703,0.0010745084918580676
26,2.1573358241510117,0.010407031943383556,0.0010112073362444002
27,2.156451347998313,0.010271912908018044,0.0010669182376411741
28,2.161159329404829,0.009281084776766318,0.0009286886174558339
29,2.153275324539661,0.009294992931407122,0.0009415509099973504
30,2.1566412412713363,0.009017556678339771,0.0009392011946675789
31,2.1695158168234334,0.00828057474993286,0.0009467410551920426
32,2.1614136902317074,0.010123153345603242,0.0010940776508966488
33,2.1588103920360435,0.009809235342491165,0.0010484136462366568
34,2.1618610422070357,0.008990958840105895,0.0008377824156732501
35,2.15999500619276,0.00958654112074407,0.0009968050781319774
36,2.1568894015801505,0.009283553959410119,0.0010283828241003862
37,2.154125481891931,0.009076573035753476,0.0008830858917227752
38,2.1646052978788535,0.009649922490755991,0.0011477387053340099
39,2.1639884870556094,0.010488043747437942,0.0008412785863386534
40,2.160399138286913,0.009071555663372134,0.0009733414975809341
